size,k,ngroups,rhat
40,1003,2,63.6735168514911
40,1004,2,63.6735168514911
40,1005,2,63.6735168514911
40,1006,2,63.6735168514911
40,1007,2,63.6735168514911
40,1008,2,63.6735168514911
40,1009,2,63.6735168514911
40,1010,2,63.6735168514911
40,1011,2,63.6735168514911
40,1012,2,63.6735168514911
40,1013,2,63.6735168514911
40,1014,2,63.6735168514911
40,1015,2,63.6735168514911
40,1016,2,63.6735168514911
40,1017,2,63.6735168514911
40,1018,2,63.6735168514911
40,1019,2,63.6735168514911
40,1020,2,63.6735168514911
40,1021,2,63.6735168514911
40,1022,2,63.6735168514911
40,1023,2,63.6735168514911
40,1024,2,63.6735168514911
40,1025,2,63.6735168514911
40,1026,2,63.6735168514911
40,1027,2,63.6735168514911
40,1028,2,63.6735168514911
40,1029,2,63.6735168514911
40,1030,2,63.6735168514911
40,1031,2,63.6735168514911
40,1032,2,63.6735168514911
40,1033,2,63.6735168514911
40,1034,2,63.6735168514911
40,1035,2,63.6735168514911
40,1036,2,63.6735168514911
40,1037,2,63.6735168514911
40,1038,2,63.6735168514911
40,1039,2,63.6735168514911
40,1040,1,77.99999999999999
40,1041,2,63.6735168514911
40,1042,2,63.6735168514911
40,1043,2,63.6735168514911
40,1044,2,63.6735168514911
40,1045,2,63.6735168514911
40,1046,2,63.6735168514911
40,1047,2,63.6735168514911
40,1048,2,63.6735168514911
40,1049,2,63.6735168514911
40,1050,2,63.6735168514911
40,1051,2,63.6735168514911
40,1052,2,63.6735168514911
40,1053,2,63.6735168514911
40,1054,2,63.6735168514911
40,1055,2,63.6735168514911
40,1056,2,63.6735168514911
40,1057,2,63.6735168514911
40,1058,2,63.6735168514911
40,1059,2,63.6735168514911
40,1060,2,63.6735168514911
40,1061,2,63.6735168514911
40,1062,2,63.6735168514911
40,1063,2,63.6735168514911
40,1064,2,63.6735168514911
40,1065,2,63.6735168514911
40,1066,2,63.6735168514911
40,1067,2,63.6735168514911
40,1068,2,63.6735168514911
40,1069,2,63.6735168514911
40,1070,2,63.6735168514911
40,1071,2,63.6735168514911
40,1072,2,63.6735168514911
40,1073,2,63.6735168514911
40,1074,2,63.6735168514911
40,1075,2,63.6735168514911
40,1076,2,63.6735168514911
40,1077,2,63.6735168514911
40,1078,2,63.6735168514911
40,1079,2,63.6735168514911
40,1080,1,77.99999999999999
40,1081,2,63.6735168514911
40,1082,2,63.6735168514911
40,1083,2,63.6735168514911
40,1084,2,63.6735168514911
40,1085,2,63.6735168514911
40,1086,2,63.6735168514911
40,1087,2,63.6735168514911
40,1088,2,63.6735168514911
40,1089,2,63.6735168514911
40,1090,2,63.6735168514911
40,1091,2,63.6735168514911
40,1092,2,63.6735168514911
40,1093,2,63.6735168514911
40,1094,2,63.6735168514911
40,1095,2,63.6735168514911
40,1096,2,63.6735168514911
40,1097,2,63.6735168514911
40,1098,2,63.6735168514911
40,1099,2,63.6735168514911
40,1100,2,63.6735168514911
40,1101,2,63.6735168514911
40,1102,2,63.6735168514911
40,1103,2,63.6735168514911
40,1104,2,63.6735168514911
40,1105,2,63.6735168514911
40,1106,2,63.6735168514911
40,1107,2,63.6735168514911
40,1108,2,63.6735168514911
40,1109,2,63.6735168514911
40,1110,2,63.6735168514911
40,1111,2,63.6735168514911
40,1112,2,63.6735168514911
40,1113,2,63.6735168514911
40,1114,2,63.6735168514911
40,1115,2,63.6735168514911
40,1116,2,63.6735168514911
40,1117,2,63.6735168514911
40,1118,2,63.6735168514911
40,1119,2,63.6735168514911
40,1120,1,77.99999999999999
40,1121,2,63.6735168514911
40,1122,2,63.6735168514911
40,1123,2,63.6735168514911
40,1124,2,63.6735168514911
40,1125,2,63.6735168514911
40,1126,2,63.6735168514911
40,1127,2,63.6735168514911
40,1128,2,63.6735168514911
40,1129,2,63.6735168514911
40,1130,2,63.6735168514911
40,1131,2,63.6735168514911
40,1132,2,63.6735168514911
40,1133,2,63.6735168514911
40,1134,2,63.6735168514911
40,1135,2,63.6735168514911
40,1136,2,63.6735168514911
40,1137,2,63.6735168514911
40,1138,2,63.6735168514911
40,1139,2,63.6735168514911
40,1140,2,63.6735168514911
40,1141,2,63.6735168514911
40,1142,2,63.6735168514911
40,1143,2,63.6735168514911
40,1144,2,63.6735168514911
40,1145,2,63.6735168514911
40,1146,2,63.6735168514911
40,1147,2,63.6735168514911
40,1148,2,63.6735168514911
40,1149,2,63.6735168514911
40,1150,2,63.6735168514911
40,1151,2,63.6735168514911
40,1152,2,63.6735168514911
40,1153,2,63.6735168514911
40,1154,2,63.6735168514911
40,1155,2,63.6735168514911
40,1156,2,63.6735168514911
40,1157,2,63.6735168514911
40,1158,2,63.6735168514911
40,1159,2,63.6735168514911
40,1160,1,77.99999999999999
40,1161,2,63.6735168514911
40,1162,2,63.6735168514911
40,1163,2,63.6735168514911
40,1164,2,63.6735168514911
40,1165,2,63.6735168514911
40,1166,2,63.6735168514911
40,1167,2,63.6735168514911
40,1168,2,63.6735168514911
40,1169,2,63.6735168514911
40,1170,2,63.6735168514911
40,1171,2,63.6735168514911
40,1172,2,63.6735168514911
40,1173,2,63.6735168514911
40,1174,2,63.6735168514911
40,1175,2,63.6735168514911
40,1176,2,63.6735168514911
40,1177,2,63.6735168514911
40,1178,2,63.6735168514911
40,1179,2,63.6735168514911
40,1180,2,63.6735168514911
40,1181,2,63.6735168514911
40,1182,2,63.6735168514911
40,1183,2,63.6735168514911
40,1184,2,63.6735168514911
40,1185,2,63.6735168514911
40,1186,2,63.6735168514911
40,1187,2,63.6735168514911
40,1188,2,63.6735168514911
40,1189,2,63.6735168514911
40,1190,2,63.6735168514911
40,1191,2,63.6735168514911
40,1192,2,63.6735168514911
40,1193,2,63.6735168514911
40,1194,2,63.6735168514911
40,1195,2,63.6735168514911
40,1196,2,63.6735168514911
40,1197,2,63.6735168514911
40,1198,2,63.6735168514911
40,1199,2,63.6735168514911
40,1200,1,77.99999999999999
40,1201,2,63.6735168514911
40,1202,2,63.6735168514911
40,1203,2,63.6735168514911
40,1204,2,63.6735168514911
40,1205,2,63.6735168514911
40,1206,2,63.6735168514911
40,1207,2,63.6735168514911
40,1208,2,63.6735168514911
40,1209,2,63.6735168514911
40,1210,2,63.6735168514911
40,1211,2,63.6735168514911
40,1212,2,63.6735168514911
40,1213,2,63.6735168514911
40,1214,2,63.6735168514911
40,1215,2,63.6735168514911
40,1216,2,63.6735168514911
40,1217,2,63.6735168514911
40,1218,2,63.6735168514911
40,1219,2,63.6735168514911
40,1220,2,63.6735168514911
40,1221,2,63.6735168514911
40,1222,2,63.6735168514911
40,1223,2,63.6735168514911
40,1224,2,63.6735168514911
40,1225,2,63.6735168514911
40,1226,2,63.6735168514911
40,1227,2,63.6735168514911
40,1228,2,63.6735168514911
40,1229,2,63.6735168514911
40,1230,2,63.6735168514911
40,1231,2,63.6735168514911
40,1232,2,63.6735168514911
40,1233,2,63.6735168514911
40,1234,2,63.6735168514911
40,1235,2,63.6735168514911
40,1236,2,63.6735168514911
40,1237,2,63.6735168514911
40,1238,2,63.6735168514911
40,1239,2,63.6735168514911
40,1240,1,77.99999999999999
40,1241,2,63.6735168514911
40,1242,2,63.6735168514911
40,1243,2,63.6735168514911
40,1244,2,63.6735168514911
40,1245,2,63.6735168514911
40,1246,2,63.6735168514911
40,1247,2,63.6735168514911
40,1248,2,63.6735168514911
40,1249,2,63.6735168514911
40,1250,2,63.6735168514911
40,1251,2,63.6735168514911
40,1252,2,63.6735168514911
40,1253,2,63.6735168514911
40,1254,2,63.6735168514911
40,1255,2,63.6735168514911
40,1256,2,63.6735168514911
40,1257,2,63.6735168514911
40,1258,2,63.6735168514911
40,1259,2,63.6735168514911
40,1260,2,63.6735168514911
40,1261,2,63.6735168514911
40,1262,2,63.6735168514911
40,1263,2,63.6735168514911
40,1264,2,63.6735168514911
40,1265,2,63.6735168514911
40,1266,2,63.6735168514911
40,1267,2,63.6735168514911
40,1268,2,63.6735168514911
40,1269,2,63.6735168514911
40,1270,2,63.6735168514911
40,1271,2,63.6735168514911
40,1272,2,63.6735168514911
40,1273,2,63.6735168514911
40,1274,2,63.6735168514911
40,1275,2,63.6735168514911
40,1276,2,63.6735168514911
40,1277,2,63.6735168514911
40,1278,2,63.6735168514911
40,1279,2,63.6735168514911
40,1280,1,77.99999999999999
40,1281,2,63.6735168514911
40,1282,2,63.6735168514911
40,1283,2,63.6735168514911
40,1284,2,63.6735168514911
40,1285,2,63.6735168514911
40,1286,2,63.6735168514911
40,1287,2,63.6735168514911
40,1288,2,63.6735168514911
40,1289,2,63.6735168514911
40,1290,2,63.6735168514911
40,1291,2,63.6735168514911
40,1292,2,63.6735168514911
40,1293,2,63.6735168514911
40,1294,2,63.6735168514911
40,1295,2,63.6735168514911
40,1296,2,63.6735168514911
40,1297,2,63.6735168514911
40,1298,2,63.6735168514911
40,1299,2,63.6735168514911
40,1300,2,63.6735168514911
40,1301,2,63.6735168514911
40,1302,2,63.6735168514911
40,1303,2,63.6735168514911
40,1304,2,63.6735168514911
40,1305,2,63.6735168514911
40,1306,2,63.6735168514911
40,1307,2,63.6735168514911
40,1308,2,63.6735168514911
40,1309,2,63.6735168514911
40,1310,2,63.6735168514911
40,1311,2,63.6735168514911
40,1312,2,63.6735168514911
40,1313,2,63.6735168514911
40,1314,2,63.6735168514911
40,1315,2,63.6735168514911
40,1316,2,63.6735168514911
40,1317,2,63.6735168514911
40,1318,2,63.6735168514911
40,1319,2,63.6735168514911
40,1320,1,77.99999999999999
40,1321,2,63.6735168514911
40,1322,2,63.6735168514911
40,1323,2,63.6735168514911
40,1324,2,63.6735168514911
40,1325,2,63.6735168514911
40,1326,2,63.6735168514911
40,1327,2,63.6735168514911
40,1328,2,63.6735168514911
40,1329,2,63.6735168514911
40,1330,2,63.6735168514911
40,1331,2,63.6735168514911
40,1332,2,63.6735168514911
40,1333,2,63.6735168514911
40,1334,2,63.6735168514911
40,1335,2,63.6735168514911
40,1336,2,63.6735168514911
40,1337,2,63.6735168514911
40,1338,2,63.6735168514911
40,1339,2,63.6735168514911
40,1340,2,63.6735168514911
40,1341,2,63.6735168514911
40,1342,2,63.6735168514911
40,1343,2,63.6735168514911
40,1344,2,63.6735168514911
40,1345,2,63.6735168514911
40,1346,2,63.6735168514911
40,1347,2,63.6735168514911
40,1348,2,63.6735168514911
40,1349,2,63.6735168514911
40,1350,2,63.6735168514911
40,1351,2,63.6735168514911
40,1352,2,63.6735168514911
40,1353,2,63.6735168514911
40,1354,2,63.6735168514911
40,1355,2,63.6735168514911
40,1356,2,63.6735168514911
40,1357,2,63.6735168514911
40,1358,2,63.6735168514911
40,1359,2,63.6735168514911
40,1360,1,77.99999999999999
40,1361,2,63.6735168514911
40,1362,2,63.6735168514911
40,1363,2,63.6735168514911
40,1364,2,63.6735168514911
40,1365,2,63.6735168514911
40,1366,2,63.6735168514911
40,1367,2,63.6735168514911
40,1368,2,63.6735168514911
40,1369,2,63.6735168514911
40,1370,2,63.6735168514911
40,1371,2,63.6735168514911
40,1372,2,63.6735168514911
40,1373,2,63.6735168514911
40,1374,2,63.6735168514911
40,1375,2,63.6735168514911
40,1376,2,63.6735168514911
40,1377,2,63.6735168514911
40,1378,2,63.6735168514911
40,1379,2,63.6735168514911
40,1380,2,63.6735168514911
40,1381,2,63.6735168514911
40,1382,2,63.6735168514911
40,1383,2,63.6735168514911
40,1384,2,63.6735168514911
40,1385,2,63.6735168514911
40,1386,2,63.6735168514911
40,1387,2,63.6735168514911
40,1388,2,63.6735168514911
40,1389,2,63.6735168514911
40,1390,2,63.6735168514911
40,1391,2,63.6735168514911
40,1392,2,63.6735168514911
40,1393,2,63.6735168514911
40,1394,2,63.6735168514911
40,1395,2,63.6735168514911
40,1396,2,63.6735168514911
40,1397,2,63.6735168514911
40,1398,2,63.6735168514911
40,1399,2,63.6735168514911
40,1400,1,77.99999999999999
40,1401,2,63.6735168514911
40,1402,2,63.6735168514911
40,1403,2,63.6735168514911
40,1404,2,63.6735168514911
40,1405,2,63.6735168514911
40,1406,2,63.6735168514911
40,1407,2,63.6735168514911
40,1408,2,63.6735168514911
40,1409,2,63.6735168514911
40,1410,2,63.6735168514911
40,1411,2,63.6735168514911
40,1412,2,63.6735168514911
40,1413,2,63.6735168514911
40,1414,2,63.6735168514911
40,1415,2,63.6735168514911
40,1416,2,63.6735168514911
40,1417,2,63.6735168514911
40,1418,2,63.6735168514911
40,1419,2,63.6735168514911
40,1420,2,63.6735168514911
40,1421,2,63.6735168514911
40,1422,2,63.6735168514911
40,1423,2,63.6735168514911
40,1424,2,63.6735168514911
40,1425,2,63.6735168514911
40,1426,2,63.6735168514911
40,1427,2,63.6735168514911
40,1428,2,63.6735168514911
40,1429,2,63.6735168514911
40,1430,2,63.6735168514911
40,1431,2,63.6735168514911
40,1432,2,63.6735168514911
40,1433,2,63.6735168514911
40,1434,2,63.6735168514911
40,1435,2,63.6735168514911
40,1436,2,63.6735168514911
40,1437,2,63.6735168514911
40,1438,2,63.6735168514911
40,1439,2,63.6735168514911
40,1440,1,77.99999999999999
40,1441,2,63.6735168514911
40,1442,2,63.6735168514911
40,1443,2,63.6735168514911
40,1444,2,63.6735168514911
40,1445,2,63.6735168514911
40,1446,2,63.6735168514911
40,1447,2,63.6735168514911
40,1448,2,63.6735168514911
40,1449,2,63.6735168514911
40,1450,2,63.6735168514911
40,1451,2,63.6735168514911
40,1452,2,63.6735168514911
40,1453,2,63.6735168514911
40,1454,2,63.6735168514911
40,1455,2,63.6735168514911
40,1456,2,63.6735168514911
40,1457,2,63.6735168514911
40,1458,2,63.6735168514911
40,1459,2,63.6735168514911
40,1460,2,63.6735168514911
40,1461,2,63.6735168514911
40,1462,2,63.6735168514911
40,1463,2,63.6735168514911
40,1464,2,63.6735168514911
40,1465,2,63.6735168514911
40,1466,2,63.6735168514911
40,1467,2,63.6735168514911
40,1468,2,63.6735168514911
40,1469,2,63.6735168514911
40,1470,2,63.6735168514911
40,1471,2,63.6735168514911
40,1472,2,63.6735168514911
40,1473,2,63.6735168514911
40,1474,2,63.6735168514911
40,1475,2,63.6735168514911
40,1476,2,63.6735168514911
40,1477,2,63.6735168514911
40,1478,2,63.6735168514911
40,1479,2,63.6735168514911
40,1480,1,77.99999999999999
40,1481,2,63.6735168514911
40,1482,2,63.6735168514911
40,1483,2,63.6735168514911
40,1484,2,63.6735168514911
40,1485,2,63.6735168514911
40,1486,2,63.6735168514911
40,1487,2,63.6735168514911
40,1488,2,63.6735168514911
40,1489,2,63.6735168514911
40,1490,2,63.6735168514911
40,1491,2,63.6735168514911
40,1492,2,63.6735168514911
40,1493,2,63.6735168514911
40,1494,2,63.6735168514911
40,1495,2,63.6735168514911
40,1496,2,63.6735168514911
40,1497,2,63.6735168514911
40,1498,2,63.6735168514911
40,1499,2,63.6735168514911
40,1500,2,63.6735168514911
40,1501,2,63.6735168514911
40,1502,2,63.6735168514911
40,1503,2,63.6735168514911
40,1504,2,63.6735168514911
40,1505,2,63.6735168514911
40,1506,2,63.6735168514911
40,1507,2,63.6735168514911
40,1508,2,63.6735168514911
40,1509,2,63.6735168514911
40,1510,2,63.6735168514911
40,1511,2,63.6735168514911
40,1512,2,63.6735168514911
40,1513,2,63.6735168514911
40,1514,2,63.6735168514911
40,1515,2,63.6735168514911
40,1516,2,63.6735168514911
40,1517,2,63.6735168514911
40,1518,2,63.6735168514911
40,1519,2,63.6735168514911
40,1520,1,77.99999999999999
40,1521,2,63.6735168514911
40,1522,2,63.6735168514911
40,1523,2,63.6735168514911
40,1524,2,63.6735168514911
40,1525,2,63.6735168514911
40,1526,2,63.6735168514911
40,1527,2,63.6735168514911
40,1528,2,63.6735168514911
40,1529,2,63.6735168514911
40,1530,2,63.6735168514911
40,1531,2,63.6735168514911
40,1532,2,63.6735168514911
40,1533,2,63.6735168514911
40,1534,2,63.6735168514911
40,1535,2,63.6735168514911
40,1536,2,63.6735168514911
40,1537,2,63.6735168514911
40,1538,2,63.6735168514911
40,1539,2,63.6735168514911
40,1540,2,63.6735168514911
40,1541,2,63.6735168514911
40,1542,2,63.6735168514911
40,1543,2,63.6735168514911
40,1544,2,63.6735168514911
40,1545,2,63.6735168514911
40,1546,2,63.6735168514911
40,1547,2,63.6735168514911
40,1548,2,63.6735168514911
40,1549,2,63.6735168514911
40,1550,2,63.6735168514911
40,1551,2,63.6735168514911
40,1552,2,63.6735168514911
40,1553,2,63.6735168514911
40,1554,2,63.6735168514911
40,1555,2,63.6735168514911
40,1556,2,63.6735168514911
40,1557,2,63.6735168514911
40,1558,2,63.6735168514911
40,1559,2,63.6735168514911
40,1560,1,77.99999999999999
40,1561,2,63.6735168514911
40,1562,2,63.6735168514911
40,1563,2,63.6735168514911
40,1564,2,63.6735168514911
40,1565,2,63.6735168514911
40,1566,2,63.6735168514911
40,1567,2,63.6735168514911
40,1568,2,63.6735168514911
40,1569,2,63.6735168514911
40,1570,2,63.6735168514911
40,1571,2,63.6735168514911
40,1572,2,63.6735168514911
40,1573,2,63.6735168514911
40,1574,2,63.6735168514911
40,1575,2,63.6735168514911
40,1576,2,63.6735168514911
40,1577,2,63.6735168514911
40,1578,2,63.6735168514911
40,1579,2,63.6735168514911
40,1580,2,63.6735168514911
40,1581,2,63.6735168514911
40,1582,2,63.6735168514911
40,1583,2,63.6735168514911
40,1584,2,63.6735168514911
40,1585,2,63.6735168514911
40,1586,2,63.6735168514911
40,1587,2,63.6735168514911
40,1588,2,63.6735168514911
40,1589,2,63.6735168514911
40,1590,2,63.6735168514911
40,1591,2,63.6735168514911
40,1592,2,63.6735168514911
40,1593,2,63.6735168514911
40,1594,2,63.6735168514911
40,1595,2,63.6735168514911
40,1596,2,63.6735168514911
40,1597,2,63.6735168514911
40,1598,2,63.6735168514911
40,1599,2,63.6735168514911
40,1600,1,77.99999999999999
